Provider,State,Weight,Technology,Download Bandwidth Mbps,Upload Bandwidth Mbps,Usage Allowance GB,Monthly Charge,Other Mandatory Charge,Surcharge,Total Charge,Total Charge Spread
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,300,300.0,inf,60.0,0.0,0.0,60.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,100,100.0,inf,40.0,0.0,0.0,40.0,0.0
"WaveDivision Holdings, LLC",WASHINGTON,10841.2125,Cable,100,5.0,400.0,69.95,0.0,9.77,79.72,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700769,Fiber,10000,10000.0,inf,300.0,0.0,0.0,300.0,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,1000,100.0,1229.0,103.0,0.0,0.0,103.0,0.0
"Mashell Telecom, Inc. d/b/a Rainier Connect",WASHINGTON,7317.81569700768,Cable,250,10.0,inf,66.95,0.0,0.0,66.95,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700769,Fiber,300,300.0,inf,60.0,0.0,0.0,60.0,0.0
"T-Mobile USA, Inc.",WASHINGTON,4726.225,Fixed wireless,25,3.0,inf,52.5,0.0,1.4,53.9,5.0
Lumen Technologies Inc.,WASHINGTON,6528.621875,DSL,40,3.0,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,WASHINGTON,26114.4875,Fiber,80,10.0,inf,55.0,0.0,0.0,55.0,0.0
Lumen Technologies Inc.,WASHINGTON,26114.4875,Fiber,940,940.0,inf,85.0,0.0,0.0,85.0,0.0
Lumen Technologies Inc.,WASHINGTON,5222.8975,Fiber,200,200.0,inf,50.0,0.0,0.0,50.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700769,Fiber,5000,5000.0,inf,120.0,0.0,0.0,120.0,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,317841.6125,Cable,1000,20.0,1229.0,103.0,0.0,0.0,103.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,2000,2000.0,inf,90.0,0.0,0.0,90.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,100,100.0,inf,40.0,0.0,0.0,40.0,0.0
Lumen Technologies Inc.,WASHINGTON,4352.41458333333,Fiber,100,10.0,inf,50.0,0.0,0.0,50.0,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,1000,20.0,1229.0,103.0,0.0,0.0,103.0,0.0
"T-Mobile USA, Inc.",WASHINGTON,3544.66875,Fixed wireless,2,0.2,300.0,152.5,0.0,1.4,153.9,5.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,10000,10000.0,inf,300.0,0.0,0.0,300.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700769,Fiber,5000,5000.0,inf,120.0,0.0,0.0,120.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,1000,1000.0,inf,80.0,0.0,0.0,80.0,0.0
"Charter Communications, Inc.",WASHINGTON,260531.3,Cable,1000,35.0,inf,119.99,0.0,0.0,119.99,0.0
"Charter Communications, Inc.",WASHINGTON,260531.3,Cable,300,10.0,inf,79.99,0.0,0.0,79.99,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,2000,2000.0,inf,90.0,0.0,0.0,90.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,DSL,115,7.0,inf,50.0,0.0,0.0,50.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700769,DSL,115,7.0,inf,50.0,0.0,0.0,50.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700769,Fiber,2000,2000.0,inf,90.0,0.0,0.0,90.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700769,Fiber,300,300.0,inf,60.0,0.0,0.0,60.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700769,Fiber,10000,10000.0,inf,300.0,0.0,0.0,300.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,10000,10000.0,inf,300.0,0.0,0.0,300.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700769,DSL,115,7.0,inf,50.0,0.0,0.0,50.0,0.0
"Mashell Telecom, Inc. d/b/a Rainier Connect",WASHINGTON,7317.81569700768,Cable,500,10.0,inf,89.95,0.0,0.0,89.95,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,1200,35.0,1229.0,113.0,0.0,0.0,113.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,100,100.0,inf,40.0,0.0,0.0,40.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,300,300.0,inf,60.0,0.0,0.0,60.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,300,300.0,inf,60.0,0.0,0.0,60.0,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,75,75.0,1229.0,61.0,0.0,0.0,61.0,0.0
Lumen Technologies Inc.,WASHINGTON,5222.8975,DSL,3,0.51,inf,50.0,0.0,0.0,50.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,5000,5000.0,inf,120.0,0.0,0.0,120.0,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,317841.6125,Cable,75,10.0,1229.0,61.0,0.0,0.0,61.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700769,Fiber,1000,1000.0,inf,80.0,0.0,0.0,80.0,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,317841.6125,Cable,200,10.0,1229.0,73.0,0.0,0.0,73.0,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,317841.6125,Cable,400,10.0,1229.0,83.0,0.0,0.0,83.0,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,317841.6125,Cable,75,10.0,1229.0,61.0,0.0,0.0,61.0,0.0
"WaveDivision Holdings, LLC",WASHINGTON,10841.2125,Cable,500,10.0,1000.0,89.95,0.0,9.77,99.72,0.0
"T-Mobile USA, Inc.",WASHINGTON,3544.66875,Fixed wireless,2,0.2,300.0,152.5,0.0,1.4,153.9,5.0
"Comcast Cable Communications, LLC",WASHINGTON,317841.6125,Cable,2000,200.0,1229.0,130.0,0.0,0.0,130.0,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,400,100.0,1229.0,83.0,0.0,0.0,83.0,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,75,10.0,1229.0,61.0,0.0,0.0,61.0,0.0
Lumen Technologies Inc.,WASHINGTON,5222.8975,Fiber,100,100.0,inf,50.0,0.0,0.0,50.0,0.0
"Charter Communications, Inc.",WASHINGTON,260531.3,Cable,500,20.0,inf,99.99,0.0,0.0,99.99,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,10000,10000.0,inf,300.0,0.0,0.0,300.0,0.0
"WaveDivision Holdings, LLC",WASHINGTON,10841.2125,Cable,1000,10.0,inf,99.95,0.0,9.77,109.72,0.0
Lumen Technologies Inc.,WASHINGTON,5222.8975,DSL,80,10.0,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,WASHINGTON,26114.4875,Fiber,940,940.0,inf,85.0,0.0,0.0,85.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,1000,1000.0,inf,80.0,0.0,0.0,80.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,100,100.0,inf,40.0,0.0,0.0,40.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,5000,5000.0,inf,120.0,0.0,0.0,120.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700769,Fiber,2000,2000.0,inf,90.0,0.0,0.0,90.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700769,DSL,115,7.0,inf,50.0,0.0,0.0,50.0,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,400,10.0,1229.0,83.0,0.0,0.0,83.0,0.0
"T-Mobile USA, Inc.",WASHINGTON,2363.1125,Fixed wireless,2,0.2,100.0,52.5,0.0,1.4,53.9,5.0
"WaveDivision Holdings, LLC",WASHINGTON,10841.2125,Cable,100,5.0,400.0,69.95,0.0,9.77,79.72,0.0
"WaveDivision Holdings, LLC",WASHINGTON,10841.2125,Cable,1200,50.0,inf,117.99,0.0,9.77,127.76,0.0
"T-Mobile USA, Inc.",WASHINGTON,14178.675,Fixed wireless,2,0.2,30.0,12.5,0.0,1.4,13.9,5.0
"T-Mobile USA, Inc.",WASHINGTON,3544.66875,Fixed wireless,2,0.2,300.0,152.5,0.0,1.4,153.9,5.0
"T-Mobile USA, Inc.",WASHINGTON,3544.66875,Fixed wireless,2,0.2,300.0,152.5,0.0,1.4,153.9,5.0
"Webpass, Inc.",WASHINGTON,8580.225,Fixed wireless,100,100.0,inf,50.0,0.0,0.0,50.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700769,Fiber,5000,5000.0,inf,120.0,0.0,0.0,120.0,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,1200,35.0,1229.0,113.0,0.0,0.0,113.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,10000,10000.0,inf,300.0,0.0,0.0,300.0,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,317841.6125,Cable,800,20.0,1229.0,93.0,0.0,0.0,93.0,0.0
Lumen Technologies Inc.,WASHINGTON,5222.8975,Fiber,100,100.0,inf,50.0,0.0,0.0,50.0,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,200,10.0,1229.0,73.0,0.0,0.0,73.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,1000,1000.0,inf,80.0,0.0,0.0,80.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,5000,5000.0,inf,120.0,0.0,0.0,120.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,5000,5000.0,inf,120.0,0.0,0.0,120.0,0.0
"WaveDivision Holdings, LLC",WASHINGTON,10841.2125,Cable,1000,10.0,inf,99.95,0.0,9.77,109.72,0.0
"WaveDivision Holdings, LLC",WASHINGTON,10841.2125,Cable,1200,50.0,inf,117.99,0.0,9.77,127.76,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,800,20.0,1229.0,93.0,0.0,0.0,93.0,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,317841.6125,Cable,1200,35.0,1229.0,113.0,0.0,0.0,113.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,1000,1000.0,inf,80.0,0.0,0.0,80.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,10000,10000.0,inf,300.0,0.0,0.0,300.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,2000,2000.0,inf,90.0,0.0,0.0,90.0,0.0
"T-Mobile USA, Inc.",WASHINGTON,14178.675,Fixed wireless,2,0.2,25.0,20.0,0.0,1.4,21.4,0.0
Lumen Technologies Inc.,WASHINGTON,2901.60972222222,DSL,100,10.0,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,WASHINGTON,5222.8975,Fiber,200,200.0,inf,50.0,0.0,0.0,50.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700769,Fiber,300,300.0,inf,60.0,0.0,0.0,60.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,10000,10000.0,inf,300.0,0.0,0.0,300.0,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,317841.6125,Cable,1200,35.0,1229.0,113.0,0.0,0.0,113.0,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,400,100.0,1229.0,83.0,0.0,0.0,83.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,1000,1000.0,inf,80.0,0.0,0.0,80.0,0.0
"WaveDivision Holdings, LLC",WASHINGTON,10841.2125,Cable,100,5.0,400.0,69.95,0.0,9.77,79.72,0.0
Lumen Technologies Inc.,WASHINGTON,2901.60972222222,DSL,60,5.0,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,WASHINGTON,26114.4875,Fiber,80,10.0,inf,55.0,0.0,0.0,55.0,0.0
Lumen Technologies Inc.,WASHINGTON,26114.4875,Fiber,940,940.0,inf,85.0,0.0,0.0,85.0,0.0
"T-Mobile USA, Inc.",WASHINGTON,14178.675,Fixed wireless,2,0.2,30.0,12.5,0.0,1.4,13.9,5.0
"Mashell Telecom, Inc. d/b/a Rainier Connect",WASHINGTON,7317.81569700768,Cable,150,10.0,inf,44.95,0.0,0.0,44.95,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,1200,200.0,1229.0,113.0,0.0,0.0,113.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,300,300.0,inf,60.0,0.0,0.0,60.0,0.0
Lumen Technologies Inc.,WASHINGTON,26114.4875,Fiber,200,40.0,inf,65.0,0.0,0.0,65.0,0.0
Lumen Technologies Inc.,WASHINGTON,5222.8975,DSL,3,0.51,inf,50.0,0.0,0.0,50.0,0.0
"T-Mobile USA, Inc.",WASHINGTON,3544.66875,Fixed wireless,2,0.2,150.0,77.5,0.0,1.4,78.9,5.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,100,100.0,inf,40.0,0.0,0.0,40.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700769,Fiber,100,100.0,inf,40.0,0.0,0.0,40.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700769,Fiber,1000,1000.0,inf,80.0,0.0,0.0,80.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700769,Fiber,10000,10000.0,inf,300.0,0.0,0.0,300.0,0.0
"T-Mobile USA, Inc.",WASHINGTON,4726.225,Fixed wireless,25,3.0,inf,52.5,0.0,1.4,53.9,5.0
"Webpass, Inc.",WASHINGTON,8580.225,Fixed wireless,1000,1000.0,inf,70.0,0.0,0.0,70.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,1000,1000.0,inf,80.0,0.0,0.0,80.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,DSL,115,7.0,inf,50.0,0.0,0.0,50.0,0.0
"T-Mobile USA, Inc.",WASHINGTON,14178.675,Fixed wireless,2,0.2,25.0,20.0,0.0,1.4,21.4,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,200,10.0,1229.0,73.0,0.0,0.0,73.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700769,Fiber,2000,2000.0,inf,90.0,0.0,0.0,90.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,1000,1000.0,inf,80.0,0.0,0.0,80.0,0.0
Lumen Technologies Inc.,WASHINGTON,5222.8975,DSL,6,0.51,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,WASHINGTON,26114.4875,Fiber,940,940.0,inf,85.0,0.0,0.0,85.0,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,317841.6125,Cable,200,10.0,1229.0,73.0,0.0,0.0,73.0,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,317841.6125,Cable,400,10.0,1229.0,83.0,0.0,0.0,83.0,0.0
"T-Mobile USA, Inc.",WASHINGTON,3544.66875,Fixed wireless,2,0.2,150.0,77.5,0.0,1.4,78.9,5.0
"COMCAST CABLE COMMUNICATIONS, LLC",WASHINGTON,317841.6125,Cable,800,20.0,1229.0,93.0,0.0,0.0,93.0,0.0
"T-Mobile USA, Inc.",WASHINGTON,3544.66875,Fixed wireless,2,0.2,200.0,102.5,0.0,1.4,103.9,5.0
"T-Mobile USA, Inc.",WASHINGTON,3544.66875,Fixed wireless,2,0.2,200.0,102.5,0.0,1.4,103.9,5.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,300,300.0,inf,60.0,0.0,0.0,60.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,5000,5000.0,inf,120.0,0.0,0.0,120.0,0.0
Lumen Technologies Inc.,WASHINGTON,26114.4875,Fiber,940,940.0,inf,85.0,0.0,0.0,85.0,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,200,100.0,1229.0,73.0,0.0,0.0,73.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,2000,2000.0,inf,90.0,0.0,0.0,90.0,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,200,100.0,1229.0,73.0,0.0,0.0,73.0,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,75,10.0,1229.0,61.0,0.0,0.0,61.0,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,400,10.0,1229.0,83.0,0.0,0.0,83.0,0.0
Lumen Technologies Inc.,WASHINGTON,1450.80486111111,DSL,40,3.0,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,WASHINGTON,5222.8975,DSL,40,3.0,inf,50.0,0.0,0.0,50.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,10000,10000.0,inf,300.0,0.0,0.0,300.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,DSL,115,7.0,inf,50.0,0.0,0.0,50.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,2000,2000.0,inf,90.0,0.0,0.0,90.0,0.0
"Mashell Telecom, Inc. d/b/a Rainier Connect",WASHINGTON,7317.81569700768,Cable,1000,10.0,inf,104.95,0.0,0.0,104.95,0.0
"Comcast Cable Communications, LLC",WASHINGTON,317841.6125,Fiber,10000,10000.0,inf,299.95,0.0,0.0,299.95,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,400,10.0,1229.0,83.0,0.0,0.0,83.0,0.0
"T-Mobile USA, Inc.",WASHINGTON,3544.66875,Fixed wireless,2,0.2,300.0,152.5,0.0,1.4,153.9,5.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,5000,5000.0,inf,120.0,0.0,0.0,120.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,300,300.0,inf,60.0,0.0,0.0,60.0,0.0
"T-Mobile USA, Inc.",WASHINGTON,14178.675,Fixed wireless,2,0.2,10.0,10.0,0.0,1.4,11.4,0.0
"T-Mobile USA, Inc.",WASHINGTON,3544.66875,Fixed wireless,2,0.2,150.0,77.5,0.0,1.4,78.9,5.0
Lumen Technologies Inc.,WASHINGTON,5222.8975,DSL,100,10.0,inf,50.0,0.0,0.0,50.0,0.0
"T-Mobile USA, Inc.",WASHINGTON,14178.675,Fixed wireless,2,0.2,25.0,20.0,0.0,1.4,21.4,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,1000,1000.0,inf,80.0,0.0,0.0,80.0,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,1000,100.0,1229.0,103.0,0.0,0.0,103.0,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,1000,20.0,1229.0,103.0,0.0,0.0,103.0,0.0
"Mashell Telecom, Inc. d/b/a Rainier Connect",WASHINGTON,7317.81569700768,Cable,150,10.0,inf,44.95,0.0,0.0,44.95,0.0
Lumen Technologies Inc.,WASHINGTON,5222.8975,DSL,40,3.0,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,WASHINGTON,5222.8975,DSL,60,5.0,inf,50.0,0.0,0.0,50.0,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,400,100.0,1229.0,83.0,0.0,0.0,83.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,DSL,115,7.0,inf,50.0,0.0,0.0,50.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,100,100.0,inf,40.0,0.0,0.0,40.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,5000,5000.0,inf,120.0,0.0,0.0,120.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,100,100.0,inf,40.0,0.0,0.0,40.0,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,75,75.0,1229.0,61.0,0.0,0.0,61.0,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,800,100.0,1229.0,93.0,0.0,0.0,93.0,0.0
Lumen Technologies Inc.,WASHINGTON,5222.8975,DSL,100,10.0,inf,50.0,0.0,0.0,50.0,0.0
"T-Mobile USA, Inc.",WASHINGTON,3544.66875,Fixed wireless,2,0.2,150.0,77.5,0.0,1.4,78.9,5.0
"Mashell Telecom, Inc. d/b/a Rainier Connect",WASHINGTON,7317.81569700768,Cable,1000,10.0,inf,104.95,0.0,0.0,104.95,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,300,300.0,inf,60.0,0.0,0.0,60.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,100,100.0,inf,40.0,0.0,0.0,40.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,1000,1000.0,inf,80.0,0.0,0.0,80.0,0.0
"Mashell Telecom, Inc. d/b/a Rainier Connect",WASHINGTON,7317.81569700768,Cable,250,10.0,inf,66.95,0.0,0.0,66.95,0.0
"T-Mobile USA, Inc.",WASHINGTON,14178.675,Fixed wireless,2,0.2,30.0,12.5,0.0,1.4,13.9,5.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,10000,10000.0,inf,300.0,0.0,0.0,300.0,0.0
"WaveDivision Holdings, LLC",WASHINGTON,10841.2125,Cable,100,5.0,400.0,69.95,0.0,9.77,79.72,0.0
"Comcast Cable Communications, LLC",WASHINGTON,317841.6125,Cable,2000,200.0,1229.0,130.0,0.0,0.0,130.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,100,100.0,inf,40.0,0.0,0.0,40.0,0.0
"WaveDivision Holdings, LLC",WASHINGTON,10841.2125,Cable,1200,50.0,inf,117.99,0.0,9.77,127.76,0.0
"WaveDivision Holdings, LLC",WASHINGTON,10841.2125,Cable,500,10.0,1000.0,89.95,0.0,9.77,99.72,0.0
"T-Mobile USA, Inc.",WASHINGTON,3544.66875,Fixed wireless,2,0.2,200.0,102.5,0.0,1.4,103.9,5.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,2000,2000.0,inf,90.0,0.0,0.0,90.0,0.0
"Comcast Cable Communications, LLC",WASHINGTON,158920.80625,Cable,200,100.0,1229.0,73.0,0.0,0.0,73.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,DSL,115,7.0,inf,50.0,0.0,0.0,50.0,0.0
"Comcast Cable Communications, LLC",WASHINGTON,317841.6125,Cable,2000,200.0,1229.0,130.0,0.0,0.0,130.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,5000,5000.0,inf,120.0,0.0,0.0,120.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,100,100.0,inf,40.0,0.0,0.0,40.0,0.0
"T-Mobile USA, Inc.",WASHINGTON,4726.225,Fixed wireless,25,3.0,inf,52.5,0.0,1.4,53.9,5.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,DSL,115,7.0,inf,50.0,0.0,0.0,50.0,0.0
"Mashell Telecom, Inc. d/b/a Rainier Connect",WASHINGTON,7317.81569700768,Cable,55,10.0,inf,34.95,0.0,0.0,34.95,0.0
"Mashell Telecom, Inc. d/b/a Rainier Connect",WASHINGTON,7317.81569700768,Cable,1000,10.0,inf,104.95,0.0,0.0,104.95,0.0
"T-Mobile USA, Inc.",WASHINGTON,3544.66875,Fixed wireless,2,0.2,200.0,102.5,0.0,1.4,103.9,5.0
"T-Mobile USA, Inc.",WASHINGTON,3544.66875,Fixed wireless,2,0.2,200.0,102.5,0.0,1.4,103.9,5.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,5000,5000.0,inf,120.0,0.0,0.0,120.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,10000,10000.0,inf,300.0,0.0,0.0,300.0,0.0
"Mashell Telecom, Inc. d/b/a Rainier Connect",WASHINGTON,7317.81569700768,Cable,500,10.0,inf,89.95,0.0,0.0,89.95,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,300,300.0,inf,60.0,0.0,0.0,60.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,100,100.0,inf,40.0,0.0,0.0,40.0,0.0
"Mashell Telecom, Inc. d/b/a Rainier Connect",WASHINGTON,7317.81569700768,Cable,55,10.0,inf,34.95,0.0,0.0,34.95,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,DSL,115,7.0,inf,50.0,0.0,0.0,50.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,1000,1000.0,inf,80.0,0.0,0.0,80.0,0.0
"T-Mobile USA, Inc.",WASHINGTON,14178.675,Fixed wireless,2,0.2,10.0,10.0,0.0,1.4,11.4,0.0
Lumen Technologies Inc.,WASHINGTON,2901.60972222222,Fiber,200,200.0,inf,50.0,0.0,0.0,50.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700769,Fiber,5000,5000.0,inf,120.0,0.0,0.0,120.0,0.0
"T-Mobile USA, Inc.",WASHINGTON,2363.1125,Fixed wireless,2,0.2,100.0,52.5,0.0,1.4,53.9,5.0
"T-Mobile USA, Inc.",WASHINGTON,2363.1125,Fixed wireless,2,0.2,100.0,52.5,0.0,1.4,53.9,5.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,DSL,115,7.0,inf,50.0,0.0,0.0,50.0,0.0
"Mashell Telecom, Inc. d/b/a Rainier Connect",WASHINGTON,7317.81569700768,Cable,250,10.0,inf,66.95,0.0,0.0,66.95,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,5000,5000.0,inf,120.0,0.0,0.0,120.0,0.0
Lumen Technologies Inc.,WASHINGTON,3730.64107142857,DSL,40,3.0,inf,50.0,0.0,0.0,50.0,0.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,DSL,115,7.0,inf,50.0,0.0,0.0,50.0,0.0
"T-Mobile USA, Inc.",WASHINGTON,3544.66875,Fixed wireless,2,0.2,200.0,102.5,0.0,1.4,103.9,5.0
Ziply Fiber RDOF Consortium,WASHINGTON,7317.81569700768,Fiber,2000,2000.0,inf,90.0,0.0,0.0,90.0,0.0
